State,County,County and State,2015 Population,2019 Population,Net Migration 2015-19,% Change Due to Migration
North Dakota,Bowman County,"Bowman County, North Dakota",3277,3024,-329.0,-10.03967043027159
North Dakota,Burke County,"Burke County, North Dakota",2344,2115,24.0,1.023890784982935
North Dakota,Burleigh County,"Burleigh County, North Dakota",93211,95626,28.0,0.030039373035371363
North Dakota,Cass County,"Cass County, North Dakota",170722,181923,3153.0,1.8468621501622522
North Dakota,Cavalier County,"Cavalier County, North Dakota",3827,3762,36.0,0.9406846093545859
North Dakota,Dickey County,"Dickey County, North Dakota",5054,4872,-97.0,-1.919271863870202
North Dakota,Divide County,"Divide County, North Dakota",2459,2264,-217.0,-8.824725498169988
North Dakota,Dunn County,"Dunn County, North Dakota",4578,4424,-32.0,-0.6989951944080385
North Dakota,Eddy County,"Eddy County, North Dakota",2305,2287,-61.0,-2.646420824295011
North Dakota,Emmons County,"Emmons County, North Dakota",3397,3241,-84.0,-2.4727700912569914
North Dakota,Foster County,"Foster County, North Dakota",3325,3210,-147.0,-4.421052631578947
North Dakota,Golden Valley County,"Golden Valley County, North Dakota",1879,1761,23.0,1.2240553485896752
North Dakota,Grand Forks County,"Grand Forks County, North Dakota",70352,69451,1674.0,2.379463270411644
North Dakota,Grant County,"Grant County, North Dakota",2396,2274,22.0,0.9181969949916527
North Dakota,Griggs County,"Griggs County, North Dakota",2288,2231,-22.0,-0.9615384615384616
North Dakota,Hettinger County,"Hettinger County, North Dakota",2657,2499,50.0,1.881821603312006
North Dakota,Kidder County,"Kidder County, North Dakota",2449,2480,130.0,5.308289097590854
North Dakota,LaMoure County,"LaMoure County, North Dakota",4136,4046,20.0,0.4835589941972921
North Dakota,Logan County,"Logan County, North Dakota",1927,1850,-115.0,-5.967825635703165
North Dakota,McHenry County,"McHenry County, North Dakota",5975,5745,-55.0,-0.9205020920502093
North Dakota,McIntosh County,"McIntosh County, North Dakota",2717,2497,81.0,2.981229297018771
North Dakota,McKenzie County,"McKenzie County, North Dakota",12794,15024,73.0,0.5705799593559481
North Dakota,McLean County,"McLean County, North Dakota",9664,9450,-120.0,-1.2417218543046358
North Dakota,Mercer County,"Mercer County, North Dakota",8786,8187,-59.0,-0.6715228773048031
North Dakota,Morton County,"Morton County, North Dakota",30249,31364,270.0,0.8925914906277893
North Dakota,Mountrail County,"Mountrail County, North Dakota",10311,10545,45.0,0.43642711667151585
North Dakota,Nelson County,"Nelson County, North Dakota",2914,2879,53.0,1.818805765271105
North Dakota,Oliver County,"Oliver County, North Dakota",1865,1959,90.0,4.825737265415549
North Dakota,Pembina County,"Pembina County, North Dakota",7031,6801,-134.0,-1.9058455411747974
North Dakota,Pierce County,"Pierce County, North Dakota",4273,3975,253.0,5.920898666042593
North Dakota,Ramsey County,"Ramsey County, North Dakota",11664,11519,307.0,2.6320301783264743
North Dakota,Ransom County,"Ransom County, North Dakota",5451,5218,-61.0,-1.1190607228031553
North Dakota,Renville County,"Renville County, North Dakota",2551,2327,-107.0,-4.194433555468444
North Dakota,Richland County,"Richland County, North Dakota",16286,16177,457.0,2.8060911212083997
North Dakota,Rolette County,"Rolette County, North Dakota",14698,14176,-241.0,-1.63967886787318
North Dakota,Sargent County,"Sargent County, North Dakota",3866,3898,-16.0,-0.4138644593895499
North Dakota,Sheridan County,"Sheridan County, North Dakota",1311,1315,104.0,7.9328756674294425
North Dakota,Sioux County,"Sioux County, North Dakota",4377,4230,-27.0,-0.616860863605209
North Dakota,Slope County,"Slope County, North Dakota",781,750,-57.0,-7.298335467349553
North Dakota,Stark County,"Stark County, North Dakota",31861,31489,1.0,0.0031386334390006592
North Dakota,Steele County,"Steele County, North Dakota",1915,1890,19.0,0.9921671018276762
North Dakota,Stutsman County,"Stutsman County, North Dakota",21047,20704,494.0,2.347127856701668
North Dakota,Towner County,"Towner County, North Dakota",2251,2189,-482.0,-21.412705464238115
North Dakota,Traill County,"Traill County, North Dakota",7987,8036,39.0,0.48829347689996244
North Dakota,Walsh County,"Walsh County, North Dakota",10852,10641,-58.0,-0.5344636933284188
North Dakota,Ward County,"Ward County, North Dakota",70703,67641,-1602.0,-2.2658161605589577
North Dakota,Wells County,"Wells County, North Dakota",4095,3834,25.0,0.6105006105006106
North Dakota,Williams County,"Williams County, North Dakota",35301,37589,425.0,1.2039318999461772
Ohio,Adams County,"Adams County, Ohio",27926,27698,-896.0,-3.2084795531046337
Ohio,Allen County,"Allen County, Ohio",104095,102351,-349.0,-0.3352706662183582
Ohio,Ashland County,"Ashland County, Ohio",53310,53484,640.0,1.2005252297880322
Ohio,Ashtabula County,"Ashtabula County, Ohio",98404,97241,10.0,0.010162188528921588
Ohio,Athens County,"Athens County, Ohio",65886,65327,6873.0,10.431654676258994
Ohio,Auglaize County,"Auglaize County, Ohio",45734,45656,27.0,0.059037040276380806
Ohio,Belmont County,"Belmont County, Ohio",68973,67006,-195.0,-0.28271932495324253
Ohio,Brown County,"Brown County, Ohio",43697,43432,-755.0,-1.7278074009657414
Ohio,Butler County,"Butler County, Ohio",375998,383134,4087.0,1.0869738668822706
Ohio,Carroll County,"Carroll County, Ohio",27718,26914,-145.0,-0.5231257666498303
Ohio,Champaign County,"Champaign County, Ohio",38963,38885,-351.0,-0.9008546569822652
Ohio,Clark County,"Clark County, Ohio",135746,134083,1461.0,1.0762748073608062
Ohio,Clermont County,"Clermont County, Ohio",201995,206428,-1536.0,-0.7604148617540039
Ohio,Clinton County,"Clinton County, Ohio",41839,41968,-43.0,-0.10277492291880781
Ohio,Columbiana County,"Columbiana County, Ohio",104714,101883,-1330.0,-1.2701262486391505
Ohio,Coshocton County,"Coshocton County, Ohio",36577,36600,455.0,1.2439511168220465
Ohio,Crawford County,"Crawford County, Ohio",42324,41494,148.0,0.3496833947642
Ohio,Cuyahoga County,"Cuyahoga County, Ohio",1258739,1235072,-10194.0,-0.8098581199120707
Ohio,Darke County,"Darke County, Ohio",51981,51113,117.0,0.2250822415882726
Ohio,Defiance County,"Defiance County, Ohio",38326,38087,92.0,0.24004592182852372
Ohio,Delaware County,"Delaware County, Ohio",193391,209177,1489.0,0.7699427584530821
Ohio,Erie County,"Erie County, Ohio",75360,74266,74.0,0.09819532908704884
Ohio,Fairfield County,"Fairfield County, Ohio",151254,157574,2523.0,1.6680550597009003
Ohio,Fayette County,"Fayette County, Ohio",28611,28525,-1236.0,-4.320016776764182
Ohio,Franklin County,"Franklin County, Ohio",1257386,1316756,-2834.0,-0.22538822604991626
Ohio,Fulton County,"Fulton County, Ohio",42301,42126,-624.0,-1.475142431621002
Ohio,Gallia County,"Gallia County, Ohio",30249,29898,53.0,0.1752124037158253
Ohio,Geauga County,"Geauga County, Ohio",93894,93649,-600.0,-0.6390184676337146
Ohio,Greene County,"Greene County, Ohio",164272,168937,4561.0,2.776492646342651
Ohio,Guernsey County,"Guernsey County, Ohio",39392,38875,-15.0,-0.03807879772542648
Ohio,Hamilton County,"Hamilton County, Ohio",809527,817473,587.0,0.07251147892534777
Ohio,Hancock County,"Hancock County, Ohio",75678,75783,-409.0,-0.5404476862496366
Ohio,Hardin County,"Hardin County, Ohio",31616,31365,837.0,2.6473937246963564
Ohio,Harrison County,"Harrison County, Ohio",15395,15040,-713.0,-4.631373822669698
Ohio,Henry County,"Henry County, Ohio",27481,27006,84.0,0.305665732688039
Ohio,Highland County,"Highland County, Ohio",42960,43161,256.0,0.5959031657355679
Ohio,Hocking County,"Hocking County, Ohio",28500,28264,-447.0,-1.568421052631579
Ohio,Holmes County,"Holmes County, Ohio",43882,43960,-447.0,-1.0186409005970558
Ohio,Huron County,"Huron County, Ohio",58307,58266,-901.0,-1.5452690071518
Ohio,Jackson County,"Jackson County, Ohio",32559,32413,49.0,0.15049602260511688
Ohio,Jefferson County,"Jefferson County, Ohio",67495,65325,764.0,1.1319356989406624
Ohio,Knox County,"Knox County, Ohio",61001,62322,1034.0,1.6950541794396812
Ohio,Lake County,"Lake County, Ohio",229836,230149,-762.0,-0.3315407507962199
Ohio,Lawrence County,"Lawrence County, Ohio",60923,59463,-1665.0,-2.732957996159086
Ohio,Licking County,"Licking County, Ohio",170611,176862,1174.0,0.6881150687822004
Ohio,Logan County,"Logan County, Ohio",45250,45672,-952.0,-2.103867403314917
Ohio,Lorain County,"Lorain County, Ohio",305417,309833,631.0,0.20660277587691583
Ohio,Lucas County,"Lucas County, Ohio",433633,428348,-725.0,-0.16719207255905338
Ohio,Madison County,"Madison County, Ohio",44139,44731,1436.0,3.2533587077187973
Ohio,Mahoning County,"Mahoning County, Ohio",231846,228683,-1197.0,-0.5162909862581196
Ohio,Marion County,"Marion County, Ohio",65431,65093,915.0,1.3984197093120998
Ohio,Medina County,"Medina County, Ohio",176126,179746,-1246.0,-0.7074480769449144
Ohio,Meigs County,"Meigs County, Ohio",23180,22907,220.0,0.9490940465918896
Ohio,Mercer County,"Mercer County, Ohio",40723,41172,-775.0,-1.903101441445866
Ohio,Miami County,"Miami County, Ohio",104075,106987,99.0,0.09512370886380014
Ohio,Monroe County,"Monroe County, Ohio",14253,13654,-365.0,-2.5608643794288923
Ohio,Montgomery County,"Montgomery County, Ohio",531777,531687,-289.0,-0.05434608868002941
Ohio,Morgan County,"Morgan County, Ohio",14735,14508,-161.0,-1.0926365795724466
Ohio,Morrow County,"Morrow County, Ohio",34943,35328,146.0,0.4178233122513808
Ohio,Muskingum County,"Muskingum County, Ohio",86194,86215,-639.0,-0.7413509060955519
Ohio,Noble County,"Noble County, Ohio",14467,14424,192.0,1.327158360406442
Ohio,Ottawa County,"Ottawa County, Ohio",40754,40525,294.0,0.7214015802129852
Ohio,Paulding County,"Paulding County, Ohio",18959,18672,-717.0,-3.781845034020782
Ohio,Perry County,"Perry County, Ohio",35967,36134,-148.0,-0.41148830872744463
Ohio,Pickaway County,"Pickaway County, Ohio",56989,58457,438.0,0.7685693730369019
Ohio,Pike County,"Pike County, Ohio",28117,27772,450.0,1.6004552406017711
Ohio,Portage County,"Portage County, Ohio",162594,162466,3191.0,1.9625570439253601
Ohio,Preble County,"Preble County, Ohio",41297,40882,-679.0,-1.6441872290965447
Ohio,Putnam County,"Putnam County, Ohio",34026,33861,-316.0,-0.9287015811438312
Ohio,Richland County,"Richland County, Ohio",121688,121154,659.0,0.5415488791006509
Ohio,Ross County,"Ross County, Ohio",77049,76666,681.0,0.8838531324222249
Ohio,Sandusky County,"Sandusky County, Ohio",59475,58518,-856.0,-1.439260193358554
Ohio,Scioto County,"Scioto County, Ohio",76992,75314,364.0,0.47277639235245217
Ohio,Seneca County,"Seneca County, Ohio",55650,55178,344.0,0.6181491464510332
Ohio,Shelby County,"Shelby County, Ohio",49030,48590,-449.0,-0.9157658576381807
Ohio,Stark County,"Stark County, Ohio",374715,370606,-2244.0,-0.598855129898723
Ohio,Summit County,"Summit County, Ohio",541788,541013,-4311.0,-0.7956986865711311
Ohio,Trumbull County,"Trumbull County, Ohio",203328,197974,-3201.0,-1.5743035882908405
Ohio,Tuscarawas County,"Tuscarawas County, Ohio",92739,91987,157.0,0.16929231499153538
Ohio,Union County,"Union County, Ohio",54388,58988,1422.0,2.6145473266161656
Ohio,Van Wert County,"Van Wert County, Ohio",28319,28275,-354.0,-1.2500441399766942
Ohio,Vinton County,"Vinton County, Ohio",13082,13085,-96.0,-0.7338327472863476
Ohio,Warren County,"Warren County, Ohio",223864,234602,201.0,0.08978665618411177
Ohio,Washington County,"Washington County, Ohio",61020,59911,-140.0,-0.22943297279580466
Ohio,Wayne County,"Wayne County, Ohio",116214,115710,-775.0,-0.6668731822327775
Ohio,Williams County,"Williams County, Ohio",37007,36692,70.0,0.18915340341016565
Ohio,Wood County,"Wood County, Ohio",129285,130817,2843.0,2.1990176741307965
Ohio,Wyandot County,"Wyandot County, Ohio",22176,21772,150.0,0.6764069264069263
Oklahoma,Adair County,"Adair County, Oklahoma",22259,22194,-848.0,-3.809694954849724
Oklahoma,Alfalfa County,"Alfalfa County, Oklahoma",5917,5702,-3.0,-0.0507013689369613
Oklahoma,Atoka County,"Atoka County, Oklahoma",13889,13758,-18.0,-0.12959896320829434
Oklahoma,Beaver County,"Beaver County, Oklahoma",5455,5311,-263.0,-4.821264894592117
Oklahoma,Beckham County,"Beckham County, Oklahoma",23554,21859,-331.0,-1.4052814808525091
Oklahoma,Blaine County,"Blaine County, Oklahoma",9762,9429,127.0,1.300962917434952
Oklahoma,Bryan County,"Bryan County, Oklahoma",45021,47995,721.0,1.6014748672841563
Oklahoma,Caddo County,"Caddo County, Oklahoma",29433,28762,252.0,0.8561818367138926
Oklahoma,Canadian County,"Canadian County, Oklahoma",133158,148306,1745.0,1.3104732723531445
Oklahoma,Carter County,"Carter County, Oklahoma",48568,48111,-508.0,-1.0459561851424806
Oklahoma,Cherokee County,"Cherokee County, Oklahoma",48376,48657,1811.0,3.7435918637340833
Oklahoma,Choctaw County,"Choctaw County, Oklahoma",14984,14672,-270.0,-1.801922050186866
Oklahoma,Cimarron County,"Cimarron County, Oklahoma",2225,2137,-201.0,-9.03370786516854
Oklahoma,Cleveland County,"Cleveland County, Oklahoma",273841,284014,5813.0,2.122764670009239
Oklahoma,Coal County,"Coal County, Oklahoma",5608,5495,-51.0,-0.9094151212553495
Oklahoma,Comanche County,"Comanche County, Oklahoma",124005,120749,4169.0,3.361961211241482
Oklahoma,Cotton County,"Cotton County, Oklahoma",6006,5666,-112.0,-1.8648018648018647
Oklahoma,Craig County,"Craig County, Oklahoma",14709,14142,76.0,0.5166904616221362
Oklahoma,Creek County,"Creek County, Oklahoma",70801,71522,-1633.0,-2.306464597957656
Oklahoma,Custer County,"Custer County, Oklahoma",29565,29003,373.0,1.2616269237273805
Oklahoma,Delaware County,"Delaware County, Oklahoma",41704,43009,-51.0,-0.12229042777671206
Oklahoma,Dewey County,"Dewey County, Oklahoma",4984,4891,-269.0,-5.397271268057785
Oklahoma,Ellis County,"Ellis County, Oklahoma",4223,3859,92.0,2.178546057305233
Oklahoma,Garfield County,"Garfield County, Oklahoma",63248,61056,-875.0,-1.3834429547179359
Oklahoma,Garvin County,"Garvin County, Oklahoma",27920,27711,-653.0,-2.3388252148997135
Oklahoma,Grady County,"Grady County, Oklahoma",54559,55834,-245.0,-0.4490551513040928
Oklahoma,Grant County,"Grant County, Oklahoma",4500,4333,-40.0,-0.8888888888888888
Oklahoma,Greer County,"Greer County, Oklahoma",6031,5712,-187.0,-3.1006466589288677
Oklahoma,Harmon County,"Harmon County, Oklahoma",2782,2653,-19.0,-0.6829618979151689
Oklahoma,Harper County,"Harper County, Oklahoma",3826,3688,-215.0,-5.6194458964976475
Oklahoma,Haskell County,"Haskell County, Oklahoma",12750,12627,-178.0,-1.396078431372549
Oklahoma,Hughes County,"Hughes County, Oklahoma",13592,13279,-574.0,-4.22307239552678
Oklahoma,Jackson County,"Jackson County, Oklahoma",25459,24530,177.0,0.6952354766487293
Oklahoma,Jefferson County,"Jefferson County, Oklahoma",6266,6002,183.0,2.920523459942547
Oklahoma,Johnston County,"Johnston County, Oklahoma",10967,11085,-205.0,-1.869244095924136
Oklahoma,Kay County,"Kay County, Oklahoma",45226,43538,920.0,2.0342280988811745
Oklahoma,Kingfisher County,"Kingfisher County, Oklahoma",15588,15765,-187.0,-1.1996407492943288
Oklahoma,Kiowa County,"Kiowa County, Oklahoma",9116,8708,-83.0,-0.9104870557261956
Oklahoma,Latimer County,"Latimer County, Oklahoma",10624,10073,113.0,1.0636295180722892
Oklahoma,Le Flore County,"Le Flore County, Oklahoma",50018,49853,-586.0,-1.1715782318365389
Oklahoma,Lincoln County,"Lincoln County, Oklahoma",34928,34877,-632.0,-1.809436555199267
Oklahoma,Logan County,"Logan County, Oklahoma",45346,48011,582.0,1.2834649142151457
